date,Usage_kWh,Lagging_Reactive_Power_kVarh,Leading_Reactive_Power_kVarh,CO2,Lagging_Power_Factor,Leading_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
2018-11-09 20:00:00,32.15,10.58,0.0,0.01,94.99,100.0,72000,0,5,2
2018-11-09 20:15:00,37.33,15.52,0.0,0.02,92.34,100.0,72900,0,5,2
2018-11-09 20:30:00,38.52,16.24,0.0,0.02,92.15,100.0,73800,0,5,2
2018-11-09 20:45:00,34.02,12.28,0.18,0.02,94.06,100.0,74700,0,5,2
2018-11-09 21:00:00,14.72,0.58,9.11,0.01,99.92,85.03,75600,0,5,2
2018-11-09 21:15:00,6.52,0.0,15.44,0.0,100.0,38.9,76500,0,5,2
2018-11-09 21:30:00,4.0,0.0,17.64,0.0,100.0,22.11,77400,0,5,2
2018-11-09 21:45:00,3.89,0.0,17.53,0.0,100.0,21.66,78300,0,5,2
2018-11-09 22:00:00,3.82,0.0,16.34,0.0,100.0,22.76,79200,0,5,2
2018-11-09 22:15:00,3.6,6.16,0.11,0.0,50.46,99.95,80100,0,5,2
2018-11-09 22:30:00,3.6,7.27,0.0,0.0,44.38,100.0,81000,0,5,2
2018-11-09 22:45:00,4.18,7.52,0.0,0.0,48.58,100.0,81900,0,5,2
2018-11-09 23:00:00,4.72,7.67,0.0,0.0,52.41,100.0,82800,0,5,2
2018-11-09 23:15:00,3.53,6.34,0.0,0.0,48.65,100.0,83700,0,5,0
2018-11-09 23:30:00,3.49,6.48,0.0,0.0,47.42,100.0,84600,0,5,0
2018-11-09 23:45:00,3.06,5.33,0.0,0.0,49.79,100.0,85500,0,5,0
2018-11-10 00:00:00,3.56,6.91,0.0,0.0,45.8,100.0,0,0,4,0
2018-11-10 00:15:00,3.53,6.26,0.0,0.0,49.12,100.0,900,0,4,0
2018-11-10 00:30:00,3.49,6.26,0.0,0.0,48.69,100.0,1800,0,4,0
2018-11-10 00:45:00,3.53,7.13,0.0,0.0,44.37,100.0,2700,0,4,0
2018-11-10 01:00:00,3.64,7.09,0.0,0.0,45.67,100.0,3600,0,4,0
2018-11-10 01:15:00,3.56,6.3,0.0,0.0,49.2,100.0,4500,0,4,0
2018-11-10 01:30:00,3.53,6.44,0.0,0.0,48.07,100.0,5400,0,4,0
2018-11-10 01:45:00,3.53,6.8,0.0,0.0,46.07,100.0,6300,0,4,0
2018-11-10 02:00:00,3.6,6.95,0.0,0.0,45.99,100.0,7200,0,4,0
2018-11-10 02:15:00,3.67,6.23,0.0,0.0,50.76,100.0,8100,0,4,0
2018-11-10 02:30:00,3.64,6.23,0.0,0.0,50.45,100.0,9000,0,4,0
2018-11-10 02:45:00,3.6,6.55,0.0,0.0,48.17,100.0,9900,0,4,0
2018-11-10 03:00:00,3.64,6.88,0.0,0.0,46.77,100.0,10800,0,4,0
2018-11-10 03:15:00,3.64,6.55,0.0,0.0,48.58,100.0,11700,0,4,0
2018-11-10 03:30:00,3.49,6.48,0.0,0.0,47.42,100.0,12600,0,4,0
2018-11-10 03:45:00,3.06,6.16,0.0,0.0,44.49,100.0,13500,0,4,0
2018-11-10 04:00:00,3.35,6.98,0.0,0.0,43.27,100.0,14400,0,4,0
2018-11-10 04:15:00,3.56,7.6,0.0,0.0,42.42,100.0,15300,0,4,0
2018-11-10 04:30:00,3.06,6.01,0.0,0.0,45.37,100.0,16200,0,4,0
2018-11-10 04:45:00,2.95,6.01,0.0,0.0,44.06,100.0,17100,0,4,0
2018-11-10 05:00:00,3.06,6.16,0.0,0.0,44.49,100.0,18000,0,4,0
2018-11-10 05:15:00,3.02,6.08,0.0,0.0,44.49,100.0,18900,0,4,0
2018-11-10 05:30:00,2.99,6.05,0.0,0.0,44.31,100.0,19800,0,4,0
2018-11-10 05:45:00,2.99,5.9,0.0,0.0,45.2,100.0,20700,0,4,0
2018-11-10 06:00:00,2.99,6.05,0.0,0.0,44.31,100.0,21600,0,4,0
2018-11-10 06:15:00,3.31,6.52,0.0,0.0,45.27,100.0,22500,0,4,0
2018-11-10 06:30:00,3.31,6.19,0.0,0.0,47.15,100.0,23400,0,4,0
2018-11-10 06:45:00,2.92,5.8,0.0,0.0,44.97,100.0,24300,0,4,0
2018-11-10 07:00:00,2.88,5.69,0.0,0.0,45.16,100.0,25200,0,4,0
2018-11-10 07:15:00,2.88,5.62,0.0,0.0,45.61,100.0,26100,0,4,0
2018-11-10 07:30:00,3.42,6.12,0.0,0.0,48.78,100.0,27000,0,4,0
2018-11-10 07:45:00,4.57,7.67,0.0,0.0,51.19,100.0,27900,0,4,0
2018-11-10 08:00:00,4.18,6.3,0.0,0.0,55.29,100.0,28800,0,4,0
2018-11-10 08:15:00,47.16,34.88,0.0,0.02,80.4,100.0,29700,0,4,0
2018-11-10 08:30:00,106.49,74.59,0.0,0.05,81.91,100.0,30600,0,4,0
2018-11-10 08:45:00,136.01,93.2,0.0,0.06,82.49,100.0,31500,0,4,0
2018-11-10 09:00:00,113.83,56.02,0.0,0.05,89.72,100.0,32400,0,4,0
2018-11-10 09:15:00,138.02,73.91,0.0,0.06,88.16,100.0,33300,0,4,2
2018-11-10 09:30:00,95.94,48.13,0.0,0.04,89.38,100.0,34200,0,4,2
2018-11-10 09:45:00,103.0,44.82,0.0,0.05,91.69,100.0,35100,0,4,2
2018-11-10 10:00:00,75.13,38.88,0.0,0.03,88.81,100.0,36000,0,4,2
2018-11-10 10:15:00,99.97,52.49,0.0,0.05,88.54,100.0,36900,0,4,1
2018-11-10 10:30:00,101.48,50.36,0.0,0.05,89.58,100.0,37800,0,4,1
2018-11-10 10:45:00,119.77,55.84,0.0,0.05,90.63,100.0,38700,0,4,1
2018-11-10 11:00:00,102.1,54.29,0.0,0.05,88.29,100.0,39600,0,4,1
2018-11-10 11:15:00,137.16,73.48,0.0,0.06,88.15,100.0,40500,0,4,1
2018-11-10 11:30:00,85.68,41.62,0.0,0.04,89.95,100.0,41400,0,4,1
2018-11-10 11:45:00,99.47,50.65,0.0,0.05,89.11,100.0,42300,0,4,1
2018-11-10 12:00:00,110.52,60.98,0.0,0.05,87.56,100.0,43200,0,4,1
2018-11-10 12:15:00,12.02,1.22,12.35,0.01,99.49,69.75,44100,0,4,2
2018-11-10 12:30:00,8.03,0.0,14.58,0.0,100.0,48.24,45000,0,4,2
2018-11-10 12:45:00,8.06,0.0,14.36,0.0,100.0,48.95,45900,0,4,2
2018-11-10 13:00:00,7.88,0.0,14.62,0.0,100.0,47.45,46800,0,4,2
2018-11-10 13:15:00,36.97,17.21,3.35,0.02,90.66,99.59,47700,0,4,1
2018-11-10 13:30:00,65.02,37.62,0.0,0.03,86.56,100.0,48600,0,4,1
2018-11-10 13:45:00,51.19,27.25,0.0,0.02,88.27,100.0,49500,0,4,1
2018-11-10 14:00:00,56.99,31.0,0.0,0.03,87.84,100.0,50400,0,4,1
2018-11-10 14:15:00,50.72,29.88,0.0,0.02,86.16,100.0,51300,0,4,1
2018-11-10 14:30:00,37.04,15.01,0.0,0.02,92.68,100.0,52200,0,4,1
2018-11-10 14:45:00,35.68,11.77,0.0,0.02,94.97,100.0,53100,0,4,1
2018-11-10 15:00:00,41.8,19.4,0.0,0.02,90.71,100.0,54000,0,4,1
2018-11-10 15:15:00,45.79,24.8,0.0,0.02,87.93,100.0,54900,0,4,1
2018-11-10 15:30:00,49.36,29.84,0.0,0.02,85.58,100.0,55800,0,4,1
2018-11-10 15:45:00,65.27,49.28,0.0,0.03,79.81,100.0,56700,0,4,1
2018-11-10 16:00:00,62.82,35.64,0.0,0.03,86.98,100.0,57600,0,4,1
2018-11-10 16:15:00,59.76,41.69,0.0,0.03,82.01,100.0,58500,0,4,1
2018-11-10 16:30:00,44.24,21.02,0.0,0.02,90.32,100.0,59400,0,4,1
2018-11-10 16:45:00,57.06,32.15,0.0,0.03,87.12,100.0,60300,0,4,1
2018-11-10 17:00:00,60.52,35.68,0.0,0.03,86.14,100.0,61200,0,4,1
2018-11-10 17:15:00,98.64,45.72,0.0,0.05,90.73,100.0,62100,0,4,2
2018-11-10 17:30:00,53.75,19.73,0.11,0.02,93.88,100.0,63000,0,4,2
2018-11-10 17:45:00,31.18,0.68,1.51,0.01,99.98,99.88,63900,0,4,2
2018-11-10 18:00:00,31.25,5.76,0.68,0.01,98.34,99.98,64800,0,4,2
2018-11-10 18:15:00,45.4,17.93,0.0,0.02,93.01,100.0,65700,0,4,2
2018-11-10 18:30:00,89.5,43.34,0.0,0.04,90.0,100.0,66600,0,4,2
2018-11-10 18:45:00,95.15,43.34,0.0,0.04,91.0,100.0,67500,0,4,2
2018-11-10 19:00:00,109.51,50.47,0.0,0.05,90.82,100.0,68400,0,4,2
2018-11-10 19:15:00,64.76,27.9,0.0,0.03,91.84,100.0,69300,0,4,2
2018-11-10 19:30:00,79.38,35.96,0.0,0.04,91.09,100.0,70200,0,4,2
2018-11-10 19:45:00,114.98,56.09,0.0,0.05,89.88,100.0,71100,0,4,2
2018-11-10 20:00:00,98.86,48.24,0.0,0.05,89.87,100.0,72000,0,4,2
2018-11-10 20:15:00,66.1,28.62,0.0,0.03,91.77,100.0,72900,0,4,2
2018-11-10 20:30:00,95.15,48.74,0.0,0.04,89.0,100.0,73800,0,4,2
2018-11-10 20:45:00,114.37,56.84,0.0,0.05,89.55,100.0,74700,0,4,2
2018-11-10 21:00:00,78.77,35.17,0.0,0.04,91.31,100.0,75600,0,4,2
2018-11-10 21:15:00,6.3,0.22,15.62,0.0,99.94,37.41,76500,0,4,2
2018-11-10 21:30:00,4.25,0.0,16.81,0.0,100.0,24.51,77400,0,4,2
2018-11-10 21:45:00,4.1,0.0,16.38,0.0,100.0,24.28,78300,0,4,2
2018-11-10 22:00:00,3.92,0.04,15.98,0.0,99.99,23.82,79200,0,4,2
2018-11-10 22:15:00,3.78,6.48,0.11,0.0,50.39,99.96,80100,0,4,2
2018-11-10 22:30:00,3.71,7.06,0.0,0.0,46.52,100.0,81000,0,4,2
2018-11-10 22:45:00,3.67,7.02,0.0,0.0,46.33,100.0,81900,0,4,2
2018-11-10 23:00:00,3.78,6.91,0.0,0.0,47.99,100.0,82800,0,4,2
2018-11-10 23:15:00,4.68,7.34,0.0,0.0,53.76,100.0,83700,0,4,0
2018-11-10 23:30:00,3.82,6.34,0.0,0.0,51.61,100.0,84600,0,4,0
2018-11-10 23:45:00,3.56,6.66,0.0,0.0,47.14,100.0,85500,0,4,0
2018-11-11 00:00:00,2.7,3.24,0.0,0.0,64.02,100.0,0,1,3,0
2018-11-11 00:15:00,2.7,3.67,0.0,0.0,59.26,100.0,900,1,3,0
2018-11-11 00:30:00,2.81,3.92,0.0,0.0,58.26,100.0,1800,1,3,0
2018-11-11 00:45:00,2.77,3.96,0.0,0.0,57.32,100.0,2700,1,3,0
2018-11-11 01:00:00,2.77,4.07,0.0,0.0,56.26,100.0,3600,1,3,0
2018-11-11 01:15:00,2.77,4.1,0.0,0.0,55.98,100.0,4500,1,3,0
2018-11-11 01:30:00,2.81,4.18,0.0,0.0,55.79,100.0,5400,1,3,0
2018-11-11 01:45:00,2.77,4.1,0.0,0.0,55.98,100.0,6300,1,3,0
2018-11-11 02:00:00,2.84,4.14,0.0,0.0,56.57,100.0,7200,1,3,0
2018-11-11 02:15:00,2.81,4.28,0.0,0.0,54.88,100.0,8100,1,3,0
2018-11-11 02:30:00,4.21,5.83,0.0,0.0,58.54,100.0,9000,1,3,0
2018-11-11 02:45:00,4.28,6.12,0.0,0.0,57.31,100.0,9900,1,3,0
2018-11-11 03:00:00,2.84,4.54,0.0,0.0,53.03,100.0,10800,1,3,0
2018-11-11 03:15:00,2.92,4.46,0.0,0.0,54.78,100.0,11700,1,3,0
2018-11-11 03:30:00,2.81,4.43,0.0,0.0,53.56,100.0,12600,1,3,0
2018-11-11 03:45:00,2.88,4.61,0.0,0.0,52.98,100.0,13500,1,3,0
2018-11-11 04:00:00,2.88,4.72,0.0,0.0,52.09,100.0,14400,1,3,0
2018-11-11 04:15:00,2.84,4.5,0.0,0.0,53.37,100.0,15300,1,3,0
2018-11-11 04:30:00,2.84,4.43,0.0,0.0,53.97,100.0,16200,1,3,0
2018-11-11 04:45:00,2.84,4.43,0.0,0.0,53.97,100.0,17100,1,3,0
2018-11-11 05:00:00,2.81,4.43,0.0,0.0,53.56,100.0,18000,1,3,0
2018-11-11 05:15:00,2.84,4.5,0.0,0.0,53.37,100.0,18900,1,3,0
2018-11-11 05:30:00,2.84,4.39,0.0,0.0,54.32,100.0,19800,1,3,0
2018-11-11 05:45:00,2.95,4.61,0.0,0.0,53.9,100.0,20700,1,3,0
2018-11-11 06:00:00,3.49,6.23,0.0,0.0,48.87,100.0,21600,1,3,0
2018-11-11 06:15:00,3.38,5.98,0.0,0.0,49.21,100.0,22500,1,3,0
2018-11-11 06:30:00,2.99,5.04,0.0,0.0,51.02,100.0,23400,1,3,0
2018-11-11 06:45:00,3.46,6.44,0.0,0.0,47.33,100.0,24300,1,3,0
2018-11-11 07:00:00,3.13,5.65,0.0,0.0,48.46,100.0,25200,1,3,0
2018-11-11 07:15:00,2.84,4.5,0.0,0.0,53.37,100.0,26100,1,3,0
2018-11-11 07:30:00,2.81,4.5,0.0,0.0,52.97,100.0,27000,1,3,0
2018-11-11 07:45:00,2.77,4.61,0.0,0.0,51.5,100.0,27900,1,3,0
2018-11-11 08:00:00,2.81,4.61,0.0,0.0,52.05,100.0,28800,1,3,0
2018-11-11 08:15:00,2.81,4.72,0.0,0.0,51.15,100.0,29700,1,3,0
2018-11-11 08:30:00,2.84,4.75,0.0,0.0,51.32,100.0,30600,1,3,0
2018-11-11 08:45:00,2.95,2.16,2.23,0.0,80.68,79.77,31500,1,3,0
2018-11-11 09:00:00,2.92,0.0,12.46,0.0,100.0,22.82,32400,1,3,0
2018-11-11 09:15:00,2.95,0.0,12.2,0.0,100.0,23.5,33300,1,3,0
2018-11-11 09:30:00,3.53,0.0,17.06,0.0,100.0,20.26,34200,1,3,0
2018-11-11 09:45:00,3.6,0.0,18.43,0.0,100.0,19.17,35100,1,3,0
2018-11-11 10:00:00,3.2,0.0,14.08,0.0,100.0,22.16,36000,1,3,0
2018-11-11 10:15:00,2.99,0.0,11.92,0.0,100.0,24.33,36900,1,3,0
2018-11-11 10:30:00,2.99,0.0,12.1,0.0,100.0,23.99,37800,1,3,0
2018-11-11 10:45:00,2.95,0.0,12.02,0.0,100.0,23.84,38700,1,3,0
2018-11-11 11:00:00,2.95,0.0,11.92,0.0,100.0,24.02,39600,1,3,0
2018-11-11 11:15:00,2.95,0.0,12.02,0.0,100.0,23.84,40500,1,3,0
2018-11-11 11:30:00,3.02,0.0,12.1,0.0,100.0,24.22,41400,1,3,0
2018-11-11 11:45:00,2.95,0.0,11.99,0.0,100.0,23.89,42300,1,3,0
2018-11-11 12:00:00,3.35,0.0,15.48,0.0,100.0,21.15,43200,1,3,0
2018-11-11 12:15:00,3.64,0.0,17.39,0.0,100.0,20.49,44100,1,3,0
2018-11-11 12:30:00,3.02,0.0,11.84,0.0,100.0,24.72,45000,1,3,0
2018-11-11 12:45:00,2.99,0.0,11.84,0.0,100.0,24.48,45900,1,3,0
2018-11-11 13:00:00,3.02,0.0,11.99,0.0,100.0,24.42,46800,1,3,0
2018-11-11 13:15:00,3.42,0.0,15.98,0.0,100.0,20.93,47700,1,3,0
2018-11-11 13:30:00,3.56,0.0,18.72,0.0,100.0,18.68,48600,1,3,0
2018-11-11 13:45:00,3.28,0.0,16.31,0.0,100.0,19.72,49500,1,3,0
2018-11-11 14:00:00,2.88,0.0,12.42,0.0,100.0,22.59,50400,1,3,0
2018-11-11 14:15:00,2.84,0.0,12.46,0.0,100.0,22.22,51300,1,3,0
2018-11-11 14:30:00,2.95,0.0,12.38,0.0,100.0,23.18,52200,1,3,0
2018-11-11 14:45:00,2.88,0.0,12.35,0.0,100.0,22.71,53100,1,3,0
2018-11-11 15:00:00,2.92,0.0,12.31,0.0,100.0,23.08,54000,1,3,0
2018-11-11 15:15:00,2.88,0.0,12.28,0.0,100.0,22.83,54900,1,3,0
2018-11-11 15:30:00,2.92,0.0,12.24,0.0,100.0,23.21,55800,1,3,0
2018-11-11 15:45:00,2.95,0.0,12.24,0.0,100.0,23.43,56700,1,3,0
2018-11-11 16:00:00,2.99,0.0,12.17,0.0,100.0,23.86,57600,1,3,0
2018-11-11 16:15:00,2.95,0.0,12.2,0.0,100.0,23.5,58500,1,3,0
2018-11-11 16:30:00,3.46,0.0,17.28,0.0,100.0,19.63,59400,1,3,0
2018-11-11 16:45:00,4.03,0.0,18.76,0.0,100.0,21.0,60300,1,3,0
2018-11-11 17:00:00,3.85,0.0,18.76,0.0,100.0,20.1,61200,1,3,0
2018-11-11 17:15:00,3.49,0.0,17.64,0.0,100.0,19.41,62100,1,3,0
2018-11-11 17:30:00,2.95,0.0,12.31,0.0,100.0,23.3,63000,1,3,0
2018-11-11 17:45:00,2.92,0.0,12.42,0.0,100.0,22.89,63900,1,3,0
2018-11-11 18:00:00,2.88,0.0,8.93,0.0,100.0,30.69,64800,1,3,0
2018-11-11 18:15:00,2.84,0.0,5.47,0.0,100.0,46.08,65700,1,3,0
2018-11-11 18:30:00,2.88,0.0,7.7,0.0,100.0,35.03,66600,1,3,0
2018-11-11 18:45:00,3.02,0.0,12.53,0.0,100.0,23.43,67500,1,3,0
2018-11-11 19:00:00,2.92,0.0,12.56,0.0,100.0,22.64,68400,1,3,0
2018-11-11 19:15:00,2.95,0.0,12.46,0.0,100.0,23.04,69300,1,3,0
2018-11-11 19:30:00,2.95,0.0,12.42,0.0,100.0,23.11,70200,1,3,0
2018-11-11 19:45:00,2.99,0.0,12.42,0.0,100.0,23.41,71100,1,3,0
2018-11-11 20:00:00,2.95,0.0,12.42,0.0,100.0,23.11,72000,1,3,0
2018-11-11 20:15:00,2.99,0.0,12.6,0.0,100.0,23.09,72900,1,3,0
2018-11-11 20:30:00,3.2,0.0,15.05,0.0,100.0,20.8,73800,1,3,0
2018-11-11 20:45:00,3.56,0.0,19.12,0.0,100.0,18.3,74700,1,3,0
2018-11-11 21:00:00,3.49,0.0,17.89,0.0,100.0,19.15,75600,1,3,0
2018-11-11 21:15:00,2.95,0.0,12.49,0.0,100.0,22.99,76500,1,3,0
2018-11-11 21:30:00,2.99,0.0,12.53,0.0,100.0,23.21,77400,1,3,0
2018-11-11 21:45:00,2.95,0.0,12.53,0.0,100.0,22.92,78300,1,3,0
2018-11-11 22:00:00,2.92,0.0,12.24,0.0,100.0,23.21,79200,1,3,0
2018-11-11 22:15:00,3.35,4.75,0.14,0.0,57.63,99.91,80100,1,3,0
2018-11-11 22:30:00,3.24,4.61,0.0,0.0,57.5,100.0,81000,1,3,0
2018-11-11 22:45:00,2.74,3.38,0.0,0.0,62.97,100.0,81900,1,3,0
2018-11-11 23:00:00,2.74,3.17,0.0,0.0,65.39,100.0,82800,1,3,0
2018-11-11 23:15:00,2.63,2.81,0.0,0.0,68.33,100.0,83700,1,3,0
2018-11-11 23:30:00,2.66,2.92,0.0,0.0,67.34,100.0,84600,1,3,0
2018-11-11 23:45:00,2.66,2.95,0.0,0.0,66.97,100.0,85500,1,3,0
2018-11-12 00:00:00,4.18,3.35,0.18,0.0,78.03,99.91,0,0,5,0
2018-11-12 00:15:00,4.86,3.24,0.04,0.0,83.21,100.0,900,0,5,0
2018-11-12 00:30:00,4.21,3.42,0.14,0.0,77.62,99.94,1800,0,5,0
2018-11-12 00:45:00,4.18,3.38,0.14,0.0,77.76,99.94,2700,0,5,0
2018-11-12 01:00:00,4.21,3.53,0.07,0.0,76.63,99.99,3600,0,5,0
2018-11-12 01:15:00,4.32,3.71,0.04,0.0,75.86,100.0,4500,0,5,0
2018-11-12 01:30:00,4.25,3.67,0.04,0.0,75.69,100.0,5400,0,5,0
2018-11-12 01:45:00,4.18,3.6,0.07,0.0,75.77,99.99,6300,0,5,0
2018-11-12 02:00:00,4.21,3.82,0.0,0.0,74.06,100.0,7200,0,5,0
2018-11-12 02:15:00,4.28,3.67,0.04,0.0,75.91,100.0,8100,0,5,0
2018-11-12 02:30:00,4.25,3.85,0.0,0.0,74.11,100.0,9000,0,5,0
2018-11-12 02:45:00,4.21,3.74,0.04,0.0,74.76,100.0,9900,0,5,0
2018-11-12 03:00:00,3.56,2.63,0.0,0.0,80.43,100.0,10800,0,5,0
2018-11-12 03:15:00,3.56,2.74,0.0,0.0,79.25,100.0,11700,0,5,0
2018-11-12 03:30:00,3.53,2.56,0.04,0.0,80.95,99.99,12600,0,5,0
2018-11-12 03:45:00,3.53,2.59,0.0,0.0,80.63,100.0,13500,0,5,0
2018-11-12 04:00:00,3.85,3.1,0.0,0.0,77.89,100.0,14400,0,5,0
2018-11-12 04:15:00,4.18,3.89,0.0,0.0,73.2,100.0,15300,0,5,0
2018-11-12 04:30:00,3.49,2.63,0.04,0.0,79.86,99.99,16200,0,5,0
2018-11-12 04:45:00,3.56,2.66,0.0,0.0,80.11,100.0,17100,0,5,0
2018-11-12 05:00:00,3.56,2.63,0.0,0.0,80.43,100.0,18000,0,5,0
2018-11-12 05:15:00,3.74,2.92,0.04,0.0,78.82,99.99,18900,0,5,0
2018-11-12 05:30:00,4.18,3.92,0.0,0.0,72.94,100.0,19800,0,5,0
2018-11-12 05:45:00,4.25,3.85,0.0,0.0,74.11,100.0,20700,0,5,0
2018-11-12 06:00:00,4.28,3.92,0.04,0.0,73.74,100.0,21600,0,5,0
2018-11-12 06:15:00,3.56,2.7,0.0,0.0,79.68,100.0,22500,0,5,0
2018-11-12 06:30:00,3.53,2.66,0.0,0.0,79.86,100.0,23400,0,5,0
2018-11-12 06:45:00,3.6,3.1,0.0,0.0,75.78,100.0,24300,0,5,0
2018-11-12 07:00:00,3.49,2.95,0.0,0.0,76.37,100.0,25200,0,5,0
2018-11-12 07:15:00,4.1,3.6,0.0,0.0,75.14,100.0,26100,0,5,0
2018-11-12 07:30:00,4.07,3.78,0.0,0.0,73.27,100.0,27000,0,5,0
2018-11-12 07:45:00,4.86,3.46,0.04,0.0,81.46,100.0,27900,0,5,0
2018-11-12 08:00:00,14.83,10.55,0.0,0.01,81.48,100.0,28800,0,5,0
2018-11-12 08:15:00,44.21,31.14,0.0,0.02,81.76,100.0,29700,0,5,0
2018-11-12 08:30:00,54.04,36.9,0.0,0.02,82.58,100.0,30600,0,5,0
2018-11-12 08:45:00,61.74,40.57,0.0,0.03,83.57,100.0,31500,0,5,0
2018-11-12 09:00:00,69.48,32.47,0.0,0.03,90.6,100.0,32400,0,5,0
2018-11-12 09:15:00,75.38,37.01,0.0,0.03,89.76,100.0,33300,0,5,2
2018-11-12 09:30:00,71.82,33.55,0.0,0.03,90.6,100.0,34200,0,5,2
2018-11-12 09:45:00,71.24,35.32,0.0,0.03,89.59,100.0,35100,0,5,2
2018-11-12 10:00:00,54.86,21.02,0.0,0.03,93.38,100.0,36000,0,5,2
2018-11-12 10:15:00,66.13,31.68,0.0,0.03,90.19,100.0,36900,0,5,1
2018-11-12 10:30:00,73.08,36.83,0.0,0.03,89.3,100.0,37800,0,5,1
2018-11-12 10:45:00,77.51,42.34,0.0,0.04,87.76,100.0,38700,0,5,1
2018-11-12 11:00:00,72.54,35.82,0.0,0.03,89.66,100.0,39600,0,5,1
2018-11-12 11:15:00,63.83,29.41,0.0,0.03,90.82,100.0,40500,0,5,1
2018-11-12 11:30:00,67.07,33.48,0.0,0.03,89.47,100.0,41400,0,5,1
2018-11-12 11:45:00,84.24,45.54,0.0,0.04,87.97,100.0,42300,0,5,1
