date,Usage_kWh,Lagging_Reactive_Power_kVarh,Leading_Reactive_Power_kVarh,CO2,Lagging_Power_Factor,Leading_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
2018-01-01 05:30:00,3.56,4.1,0.0,0.0,65.56,100.0,19800,0,1,0
2018-01-01 05:45:00,3.28,3.49,0.0,0.0,68.48,100.0,20700,0,1,0
2018-01-01 06:00:00,3.78,4.32,0.0,0.0,65.85,100.0,21600,0,1,0
2018-01-01 06:15:00,3.35,3.64,0.0,0.0,67.72,100.0,22500,0,1,0
2018-01-01 06:30:00,3.24,3.35,0.0,0.0,69.52,100.0,23400,0,1,0
2018-01-01 06:45:00,3.89,4.46,0.0,0.0,65.73,100.0,24300,0,1,0
2018-01-01 07:00:00,3.31,3.53,0.0,0.0,68.4,100.0,25200,0,1,0
2018-01-01 07:15:00,3.28,3.49,0.0,0.0,68.48,100.0,26100,0,1,0
2018-01-01 07:30:00,3.85,4.75,0.0,0.0,62.97,100.0,27000,0,1,0
2018-01-01 07:45:00,3.2,3.6,0.0,0.0,66.44,100.0,27900,0,1,0
2018-01-01 08:00:00,3.31,3.78,0.0,0.0,65.88,100.0,28800,0,1,0
2018-01-01 08:15:00,3.78,4.75,0.0,0.0,62.27,100.0,29700,0,1,0
2018-01-01 08:30:00,3.28,3.74,0.0,0.0,65.94,100.0,30600,0,1,0
2018-01-01 08:45:00,3.49,4.46,0.18,0.0,61.63,99.87,31500,0,1,0
2018-01-01 09:00:00,3.89,0.0,15.66,0.0,100.0,24.11,32400,0,1,0
2018-01-01 09:15:00,3.6,0.0,16.96,0.0,100.0,20.76,33300,0,1,0
2018-01-01 09:30:00,4.03,0.0,21.28,0.0,100.0,18.61,34200,0,1,0
2018-01-01 09:45:00,3.92,0.0,19.22,0.0,100.0,19.98,35100,0,1,0
2018-01-01 10:00:00,3.64,0.0,16.88,0.0,100.0,21.08,36000,0,1,0
2018-01-01 10:15:00,4.07,0.0,22.32,0.0,100.0,17.94,36900,0,1,0
2018-01-01 10:30:00,3.71,0.0,18.0,0.0,100.0,20.19,37800,0,1,0
2018-01-01 10:45:00,3.6,0.0,16.92,0.0,100.0,20.81,38700,0,1,0
2018-01-01 11:00:00,4.21,0.0,23.4,0.0,100.0,17.71,39600,0,1,0
2018-01-01 11:15:00,3.49,0.0,5.65,0.0,100.0,52.55,40500,0,1,0
2018-01-01 11:30:00,3.46,0.0,4.82,0.0,100.0,58.31,41400,0,1,0
2018-01-01 11:45:00,4.0,0.0,6.7,0.0,100.0,51.26,42300,0,1,0
2018-01-01 12:00:00,3.49,0.0,4.57,0.0,100.0,60.69,43200,0,1,0
2018-01-01 12:15:00,3.6,0.0,12.89,0.0,100.0,26.9,44100,0,1,0
2018-01-01 12:30:00,4.25,0.0,23.15,0.0,100.0,18.06,45000,0,1,0
2018-01-01 12:45:00,3.67,0.0,16.67,0.0,100.0,21.5,45900,0,1,0
2018-01-01 13:00:00,3.67,0.0,16.63,0.0,100.0,21.55,46800,0,1,0
2018-01-01 13:15:00,4.25,0.0,23.33,0.0,100.0,17.92,47700,0,1,0
2018-01-01 13:30:00,3.64,0.0,16.74,0.0,100.0,21.25,48600,0,1,0
2018-01-01 13:45:00,3.67,0.0,16.99,0.0,100.0,21.11,49500,0,1,0
2018-01-01 14:00:00,4.28,0.0,23.4,0.0,100.0,17.99,50400,0,1,0
2018-01-01 14:15:00,3.64,0.0,16.67,0.0,100.0,21.33,51300,0,1,0
2018-01-01 14:30:00,3.78,0.0,18.25,0.0,100.0,20.28,52200,0,1,0
2018-01-01 14:45:00,4.1,0.0,22.1,0.0,100.0,18.24,53100,0,1,0
2018-01-01 15:00:00,3.64,0.0,16.7,0.0,100.0,21.3,54000,0,1,0
2018-01-01 15:15:00,3.92,0.0,19.33,0.0,100.0,19.87,54900,0,1,0
2018-01-01 15:30:00,4.1,0.0,21.35,0.0,100.0,18.86,55800,0,1,0
2018-01-01 15:45:00,3.6,0.0,16.81,0.0,100.0,20.94,56700,0,1,0
2018-01-01 16:00:00,3.96,0.0,20.45,0.0,100.0,19.01,57600,0,1,0
2018-01-01 16:15:00,4.0,0.0,20.77,0.0,100.0,18.91,58500,0,1,0
2018-01-01 16:30:00,3.6,0.0,16.81,0.0,100.0,20.94,59400,0,1,0
2018-01-01 16:45:00,4.07,0.0,21.64,0.0,100.0,18.48,60300,0,1,0
2018-01-01 17:00:00,3.82,0.0,19.19,0.0,100.0,19.52,61200,0,1,0
2018-01-01 17:15:00,3.56,0.0,16.96,0.0,100.0,20.54,62100,0,1,0
2018-01-01 17:30:00,4.1,0.0,23.51,0.0,100.0,17.18,63000,0,1,0
2018-01-01 17:45:00,3.6,0.0,17.39,0.0,100.0,20.27,63900,0,1,0
2018-01-01 18:00:00,3.6,0.0,17.35,0.0,100.0,20.32,64800,0,1,0
2018-01-01 18:15:00,4.0,0.0,8.96,0.0,100.0,40.77,65700,0,1,0
2018-01-01 18:30:00,3.42,0.0,5.47,0.0,100.0,53.01,66600,0,1,0
2018-01-01 18:45:00,3.67,0.0,16.24,0.0,100.0,22.04,67500,0,1,0
2018-01-01 19:00:00,4.07,0.0,22.57,0.0,100.0,17.75,68400,0,1,0
2018-01-01 19:15:00,3.53,0.0,17.39,0.0,100.0,19.89,69300,0,1,0
2018-01-01 19:30:00,3.85,0.0,20.74,0.0,100.0,18.25,70200,0,1,0
2018-01-01 19:45:00,3.96,0.0,20.88,0.0,100.0,18.63,71100,0,1,0
2018-01-01 20:00:00,3.56,0.0,17.35,0.0,100.0,20.1,72000,0,1,0
2018-01-01 20:15:00,4.03,0.0,22.54,0.0,100.0,17.6,72900,0,1,0
2018-01-01 20:30:00,3.74,0.0,19.55,0.0,100.0,18.79,73800,0,1,0
2018-01-01 20:45:00,3.56,0.0,17.42,0.0,100.0,20.02,74700,0,1,0
2018-01-01 21:00:00,4.21,0.0,24.26,0.0,100.0,17.1,75600,0,1,0
2018-01-01 21:15:00,3.56,0.0,17.75,0.0,100.0,19.66,76500,0,1,0
2018-01-01 21:30:00,3.53,0.0,17.42,0.0,100.0,19.86,77400,0,1,0
2018-01-01 21:45:00,4.25,0.0,25.2,0.0,100.0,16.63,78300,0,1,0
2018-01-01 22:00:00,3.53,0.0,17.5,0.0,100.0,19.77,79200,0,1,0
2018-01-01 22:15:00,3.56,1.44,10.08,0.0,92.7,33.3,80100,0,1,0
2018-01-01 22:30:00,3.67,4.21,0.0,0.0,65.71,100.0,81000,0,1,0
2018-01-01 22:45:00,3.24,3.35,0.0,0.0,69.52,100.0,81900,0,1,0
2018-01-01 23:00:00,3.53,3.74,0.0,0.0,68.64,100.0,82800,0,1,0
2018-01-01 23:15:00,3.53,3.42,0.0,0.0,71.82,100.0,83700,0,1,0
2018-01-01 23:30:00,3.24,2.95,0.0,0.0,73.94,100.0,84600,0,1,0
2018-01-01 23:45:00,3.67,3.96,0.0,0.0,67.97,100.0,85500,0,1,0
2018-01-02 00:00:00,104.65,55.08,0.0,0.05,88.49,100.0,0,0,4,0
2018-01-02 00:15:00,84.49,42.48,0.0,0.04,89.34,100.0,900,0,4,0
2018-01-02 00:30:00,77.22,42.23,0.0,0.04,87.74,100.0,1800,0,4,0
2018-01-02 00:45:00,74.05,38.99,0.0,0.03,88.48,100.0,2700,0,4,0
2018-01-02 01:00:00,88.96,46.04,0.0,0.04,88.81,100.0,3600,0,4,0
2018-01-02 01:15:00,76.64,41.54,0.0,0.04,87.92,100.0,4500,0,4,0
2018-01-02 01:30:00,20.77,16.99,0.0,0.01,77.4,100.0,5400,0,4,0
2018-01-02 01:45:00,5.54,5.69,0.0,0.0,69.76,100.0,6300,0,4,0
2018-01-02 02:00:00,6.91,6.05,0.0,0.0,75.24,100.0,7200,0,4,0
2018-01-02 02:15:00,6.41,5.87,0.0,0.0,73.75,100.0,8100,0,4,0
2018-01-02 02:30:00,6.19,5.62,0.0,0.0,74.04,100.0,9000,0,4,0
2018-01-02 02:45:00,6.19,5.69,0.0,0.0,73.62,100.0,9900,0,4,0
2018-01-02 03:00:00,6.19,5.36,0.0,0.0,75.6,100.0,10800,0,4,0
2018-01-02 03:15:00,6.26,5.22,0.0,0.0,76.8,100.0,11700,0,4,0
2018-01-02 03:30:00,6.19,5.4,0.0,0.0,75.36,100.0,12600,0,4,0
2018-01-02 03:45:00,6.23,5.47,0.0,0.0,75.15,100.0,13500,0,4,0
2018-01-02 04:00:00,6.23,5.69,0.0,0.0,73.84,100.0,14400,0,4,0
2018-01-02 04:15:00,6.16,5.69,0.0,0.0,73.46,100.0,15300,0,4,0
2018-01-02 04:30:00,6.3,5.94,0.0,0.0,72.76,100.0,16200,0,4,0
2018-01-02 04:45:00,5.11,5.8,0.0,0.0,66.11,100.0,17100,0,4,0
2018-01-02 05:00:00,4.54,4.43,0.0,0.0,71.57,100.0,18000,0,4,0
2018-01-02 05:15:00,4.43,4.32,0.0,0.0,71.59,100.0,18900,0,4,0
2018-01-02 05:30:00,4.43,4.18,0.0,0.0,72.73,100.0,19800,0,4,0
2018-01-02 05:45:00,4.46,4.25,0.0,0.0,72.39,100.0,20700,0,4,0
2018-01-02 06:00:00,4.46,4.39,0.0,0.0,71.27,100.0,21600,0,4,0
2018-01-02 06:15:00,4.39,4.39,0.0,0.0,70.71,100.0,22500,0,4,0
2018-01-02 06:30:00,4.43,4.43,0.0,0.0,70.71,100.0,23400,0,4,0
2018-01-02 06:45:00,4.43,4.36,0.0,0.0,71.27,100.0,24300,0,4,0
2018-01-02 07:00:00,4.46,4.25,0.0,0.0,72.39,100.0,25200,0,4,0
2018-01-02 07:15:00,4.82,5.08,0.0,0.0,68.83,100.0,26100,0,4,0
2018-01-02 07:30:00,6.44,5.44,0.0,0.0,76.39,100.0,27000,0,4,0
2018-01-02 07:45:00,7.92,5.26,0.0,0.0,83.3,100.0,27900,0,4,0
2018-01-02 08:00:00,7.99,4.68,0.04,0.0,86.29,100.0,28800,0,4,0
2018-01-02 08:15:00,66.56,43.24,0.0,0.03,83.86,100.0,29700,0,4,0
2018-01-02 08:30:00,131.87,76.79,0.0,0.06,86.42,100.0,30600,0,4,0
2018-01-02 08:45:00,119.38,72.4,0.0,0.05,85.5,100.0,31500,0,4,0
2018-01-02 09:00:00,124.45,51.23,0.0,0.06,92.47,100.0,32400,0,4,0
2018-01-02 09:15:00,113.0,40.68,0.0,0.05,94.09,100.0,33300,0,4,2
2018-01-02 09:30:00,93.85,34.45,0.0,0.04,93.88,100.0,34200,0,4,2
2018-01-02 09:45:00,79.74,31.18,0.0,0.04,93.13,100.0,35100,0,4,2
2018-01-02 10:00:00,99.76,39.13,0.0,0.05,93.09,100.0,36000,0,4,2
2018-01-02 10:15:00,134.82,59.44,0.0,0.06,91.5,100.0,36900,0,4,1
2018-01-02 10:30:00,115.45,48.96,0.0,0.05,92.06,100.0,37800,0,4,1
2018-01-02 10:45:00,136.37,60.48,0.0,0.06,91.41,100.0,38700,0,4,1
2018-01-02 11:00:00,86.87,35.06,0.0,0.04,92.73,100.0,39600,0,4,1
2018-01-02 11:15:00,74.59,42.98,0.0,0.03,86.65,100.0,40500,0,4,1
2018-01-02 11:30:00,108.11,58.32,0.0,0.05,88.01,100.0,41400,0,4,1
2018-01-02 11:45:00,107.35,59.0,0.0,0.05,87.64,100.0,42300,0,4,1
2018-01-02 12:00:00,145.51,81.94,0.0,0.07,87.13,100.0,43200,0,4,1
2018-01-02 12:15:00,32.33,11.23,18.4,0.01,94.46,86.91,44100,0,4,2
2018-01-02 12:30:00,10.3,0.0,25.74,0.0,100.0,37.15,45000,0,4,2
2018-01-02 12:45:00,10.26,0.0,25.2,0.0,100.0,37.71,45900,0,4,2
2018-01-02 13:00:00,9.76,0.0,25.24,0.0,100.0,36.07,46800,0,4,2
2018-01-02 13:15:00,51.8,12.35,4.03,0.02,97.27,99.7,47700,0,4,2
2018-01-02 13:30:00,109.58,51.3,0.0,0.05,90.57,100.0,48600,0,4,2
2018-01-02 13:45:00,127.8,55.55,0.0,0.06,91.71,100.0,49500,0,4,2
2018-01-02 14:00:00,105.37,48.1,0.0,0.05,90.97,100.0,50400,0,4,2
2018-01-02 14:15:00,140.04,64.22,0.0,0.06,90.9,100.0,51300,0,4,2
2018-01-02 14:30:00,96.91,35.86,0.0,0.04,93.79,100.0,52200,0,4,2
2018-01-02 14:45:00,122.54,51.88,0.0,0.06,92.09,100.0,53100,0,4,2
2018-01-02 15:00:00,110.27,48.71,0.0,0.05,91.47,100.0,54000,0,4,2
2018-01-02 15:15:00,65.77,30.64,0.0,0.03,90.65,100.0,54900,0,4,2
2018-01-02 15:30:00,73.84,36.25,0.0,0.03,89.77,100.0,55800,0,4,2
2018-01-02 15:45:00,75.35,37.8,0.0,0.03,89.38,100.0,56700,0,4,2
2018-01-02 16:00:00,61.67,25.24,0.0,0.03,92.55,100.0,57600,0,4,2
2018-01-02 16:15:00,74.59,38.7,0.0,0.03,88.76,100.0,58500,0,4,2
2018-01-02 16:30:00,85.07,45.22,0.0,0.04,88.3,100.0,59400,0,4,2
2018-01-02 16:45:00,81.0,38.66,0.0,0.04,90.25,100.0,60300,0,4,2
2018-01-02 17:00:00,72.86,32.98,0.0,0.03,91.1,100.0,61200,0,4,2
2018-01-02 17:15:00,83.66,43.96,0.0,0.04,88.52,100.0,62100,0,4,1
2018-01-02 17:30:00,71.6,32.08,0.0,0.03,91.26,100.0,63000,0,4,1
2018-01-02 17:45:00,50.08,9.14,0.79,0.02,98.38,99.99,63900,0,4,1
2018-01-02 18:00:00,43.6,5.76,0.72,0.02,99.14,99.99,64800,0,4,1
2018-01-02 18:15:00,68.62,38.92,0.14,0.03,86.98,100.0,65700,0,4,1
2018-01-02 18:30:00,84.13,64.15,0.0,0.04,79.52,100.0,66600,0,4,1
2018-01-02 18:45:00,81.72,44.71,0.0,0.04,87.73,100.0,67500,0,4,1
2018-01-02 19:00:00,71.32,34.34,0.0,0.03,90.1,100.0,68400,0,4,1
2018-01-02 19:15:00,84.02,46.48,0.0,0.04,87.5,100.0,69300,0,4,1
2018-01-02 19:30:00,92.84,40.79,0.0,0.04,91.55,100.0,70200,0,4,1
2018-01-02 19:45:00,103.25,42.95,0.0,0.05,92.33,100.0,71100,0,4,1
2018-01-02 20:00:00,120.13,41.04,0.0,0.06,94.63,100.0,72000,0,4,1
2018-01-02 20:15:00,80.21,22.86,0.0,0.04,96.17,100.0,72900,0,4,2
2018-01-02 20:30:00,117.25,36.11,0.0,0.05,95.57,100.0,73800,0,4,2
2018-01-02 20:45:00,69.8,11.16,0.68,0.03,98.75,100.0,74700,0,4,2
2018-01-02 21:00:00,83.2,17.89,0.32,0.04,97.77,100.0,75600,0,4,2
2018-01-02 21:15:00,103.97,25.34,0.0,0.05,97.16,100.0,76500,0,4,2
2018-01-02 21:30:00,39.56,0.04,2.92,0.02,100.0,99.73,77400,0,4,2
2018-01-02 21:45:00,99.36,24.16,0.25,0.05,97.17,100.0,78300,0,4,2
2018-01-02 22:00:00,65.95,10.22,1.58,0.03,98.82,99.97,79200,0,4,2
2018-01-02 22:15:00,54.68,18.22,1.84,0.03,94.87,99.94,80100,0,4,1
2018-01-02 22:30:00,102.24,56.38,0.0,0.05,87.57,100.0,81000,0,4,1
2018-01-02 22:45:00,72.07,41.36,0.0,0.03,86.73,100.0,81900,0,4,1
2018-01-02 23:00:00,105.37,56.7,0.0,0.05,88.06,100.0,82800,0,4,1
2018-01-02 23:15:00,69.26,39.67,0.0,0.03,86.77,100.0,83700,0,4,0
2018-01-02 23:30:00,105.16,54.86,0.0,0.05,88.66,100.0,84600,0,4,0
2018-01-02 23:45:00,62.93,35.78,0.0,0.03,86.93,100.0,85500,0,4,0
2018-01-03 00:00:00,3.2,2.41,0.0,0.0,79.88,100.0,0,0,4,0
2018-01-03 00:15:00,5.22,5.58,0.0,0.0,68.32,100.0,900,0,4,0
2018-01-03 00:30:00,5.33,5.8,0.0,0.0,67.66,100.0,1800,0,4,0
2018-01-03 00:45:00,4.43,5.83,0.0,0.0,60.5,100.0,2700,0,4,0
2018-01-03 01:00:00,3.92,5.0,0.0,0.0,61.7,100.0,3600,0,4,0
2018-01-03 01:15:00,3.64,4.5,0.0,0.0,62.89,100.0,4500,0,4,0
2018-01-03 01:30:00,3.67,4.54,0.0,0.0,62.87,100.0,5400,0,4,0
2018-01-03 01:45:00,3.67,4.64,0.0,0.0,62.04,100.0,6300,0,4,0
2018-01-03 02:00:00,3.67,4.5,0.0,0.0,63.2,100.0,7200,0,4,0
2018-01-03 02:15:00,3.67,4.43,0.0,0.0,63.8,100.0,8100,0,4,0
2018-01-03 02:30:00,3.64,4.57,0.0,0.0,62.3,100.0,9000,0,4,0
2018-01-03 02:45:00,3.67,4.72,0.0,0.0,61.38,100.0,9900,0,4,0
2018-01-03 03:00:00,3.82,5.08,0.0,0.0,60.1,100.0,10800,0,4,0
2018-01-03 03:15:00,4.32,5.87,0.0,0.0,59.27,100.0,11700,0,4,0
2018-01-03 03:30:00,4.5,6.55,0.0,0.0,56.63,100.0,12600,0,4,0
2018-01-03 03:45:00,4.07,5.83,0.0,0.0,57.24,100.0,13500,0,4,0
2018-01-03 04:00:00,3.67,4.79,0.0,0.0,60.82,100.0,14400,0,4,0
2018-01-03 04:15:00,3.71,4.79,0.0,0.0,61.23,100.0,15300,0,4,0
2018-01-03 04:30:00,3.78,4.75,0.0,0.0,62.27,100.0,16200,0,4,0
2018-01-03 04:45:00,3.74,4.82,0.0,0.0,61.3,100.0,17100,0,4,0
2018-01-03 05:00:00,3.67,4.75,0.0,0.0,61.14,100.0,18000,0,4,0
2018-01-03 05:15:00,3.67,4.68,0.0,0.0,61.71,100.0,18900,0,4,0
2018-01-03 05:30:00,3.67,4.75,0.0,0.0,61.14,100.0,19800,0,4,0
2018-01-03 05:45:00,4.21,5.65,0.0,0.0,59.75,100.0,20700,0,4,0
2018-01-03 06:00:00,4.1,5.44,0.0,0.0,60.19,100.0,21600,0,4,0
2018-01-03 06:15:00,3.67,4.64,0.0,0.0,62.04,100.0,22500,0,4,0
2018-01-03 06:30:00,3.78,4.97,0.0,0.0,60.54,100.0,23400,0,4,0
2018-01-03 06:45:00,4.32,6.62,0.0,0.0,54.65,100.0,24300,0,4,0
2018-01-03 07:00:00,3.92,5.36,0.0,0.0,59.03,100.0,25200,0,4,0
2018-01-03 07:15:00,3.56,4.54,0.0,0.0,61.71,100.0,26100,0,4,0
2018-01-03 07:30:00,3.6,4.46,0.0,0.0,62.81,100.0,27000,0,4,0
2018-01-03 07:45:00,3.64,4.46,0.0,0.0,63.23,100.0,27900,0,4,0
2018-01-03 08:00:00,6.37,7.2,0.0,0.0,66.26,100.0,28800,0,4,0
2018-01-03 08:15:00,26.86,21.31,0.0,0.01,78.34,100.0,29700,0,4,0
2018-01-03 08:30:00,29.23,23.15,0.0,0.01,78.39,100.0,30600,0,4,0
2018-01-03 08:45:00,30.38,26.03,0.0,0.01,75.94,100.0,31500,0,4,0
2018-01-03 09:00:00,34.31,4.36,2.48,0.02,99.2,99.74,32400,0,4,0
2018-01-03 09:15:00,31.25,0.61,3.78,0.01,99.98,99.28,33300,0,4,2
2018-01-03 09:30:00,31.54,1.8,3.6,0.01,99.84,99.35,34200,0,4,2
2018-01-03 09:45:00,35.42,6.08,1.84,0.02,98.56,99.87,35100,0,4,2
2018-01-03 10:00:00,48.42,5.15,2.56,0.02,99.44,99.86,36000,0,4,2
2018-01-03 10:15:00,72.79,17.46,0.14,0.03,97.24,100.0,36900,0,4,1
2018-01-03 10:30:00,77.4,21.31,0.0,0.04,96.41,100.0,37800,0,4,1
2018-01-03 10:45:00,75.31,14.72,1.15,0.03,98.14,99.99,38700,0,4,1
2018-01-03 11:00:00,86.62,19.87,0.83,0.04,97.47,100.0,39600,0,4,1
2018-01-03 11:15:00,81.43,34.56,0.0,0.04,92.05,100.0,40500,0,4,1
2018-01-03 11:30:00,37.37,18.32,0.0,0.02,89.79,100.0,41400,0,4,1
2018-01-03 11:45:00,36.58,22.57,0.0,0.02,85.1,100.0,42300,0,4,1
2018-01-03 12:00:00,40.97,24.84,0.0,0.02,85.51,100.0,43200,0,4,1
2018-01-03 12:15:00,22.86,1.69,9.47,0.01,99.73,92.39,44100,0,4,2
2018-01-03 12:30:00,22.14,0.0,13.5,0.01,100.0,85.38,45000,0,4,2
2018-01-03 12:45:00,22.0,0.0,13.39,0.01,100.0,85.42,45900,0,4,2
2018-01-03 13:00:00,22.18,0.0,13.28,0.01,100.0,85.8,46800,0,4,2
2018-01-03 13:15:00,30.89,3.46,7.52,0.01,99.38,97.16,47700,0,4,1
2018-01-03 13:30:00,32.54,0.47,6.73,0.01,99.99,97.93,48600,0,4,1
2018-01-03 13:45:00,34.16,2.95,4.39,0.02,99.63,99.18,49500,0,4,1
2018-01-03 14:00:00,33.8,3.13,4.68,0.02,99.57,99.05,50400,0,4,1
2018-01-03 14:15:00,32.58,3.35,4.25,0.01,99.48,99.16,51300,0,4,1
2018-01-03 14:30:00,30.74,0.0,7.31,0.01,100.0,97.29,52200,0,4,1
2018-01-03 14:45:00,33.8,3.1,4.97,0.02,99.58,98.94,53100,0,4,1
2018-01-03 15:00:00,34.02,3.49,5.04,0.02,99.48,98.92,54000,0,4,1
2018-01-03 15:15:00,34.6,4.0,4.28,0.02,99.34,99.24,54900,0,4,1
2018-01-03 15:30:00,34.67,5.0,3.13,0.02,98.98,99.59,55800,0,4,1
2018-01-03 15:45:00,33.34,2.27,5.26,0.02,99.77,98.78,56700,0,4,1
2018-01-03 16:00:00,34.78,4.54,3.38,0.02,99.16,99.53,57600,0,4,1
2018-01-03 16:15:00,41.94,10.01,0.25,0.02,97.27,100.0,58500,0,4,1
2018-01-03 16:30:00,37.37,5.0,3.28,0.02,99.12,99.62,59400,0,4,1
2018-01-03 16:45:00,33.3,1.55,4.46,0.02,99.89,99.11,60300,0,4,1
2018-01-03 17:00:00,34.52,5.54,4.03,0.02,98.74,99.33,61200,0,4,1
2018-01-03 17:15:00,12.38,0.0,17.5,0.01,100.0,57.75,62100,0,4,2
2018-01-03 17:30:00,4.86,0.0,27.14,0.0,100.0,17.63,63000,0,4,2
2018-01-03 17:45:00,5.58,0.0,27.25,0.0,100.0,20.06,63900,0,4,2
2018-01-03 18:00:00,5.36,0.0,27.18,0.0,100.0,19.35,64800,0,4,2
2018-01-03 18:15:00,7.49,0.11,8.86,0.0,99.99,64.56,65700,0,4,2
2018-01-03 18:30:00,5.18,0.0,9.79,0.0,100.0,46.77,66600,0,4,2
2018-01-03 18:45:00,5.29,0.0,23.33,0.0,100.0,22.11,67500,0,4,2
2018-01-03 19:00:00,5.44,0.0,27.54,0.0,100.0,19.38,68400,0,4,2
2018-01-03 19:15:00,5.4,0.0,27.65,0.0,100.0,19.17,69300,0,4,2
2018-01-03 19:30:00,5.33,0.0,27.54,0.0,100.0,19.0,70200,0,4,2
2018-01-03 19:45:00,5.33,0.0,27.58,0.0,100.0,18.97,71100,0,4,2
2018-01-03 20:00:00,5.36,0.0,27.58,0.0,100.0,19.08,72000,0,4,2
2018-01-03 20:15:00,5.36,0.0,27.54,0.0,100.0,19.1,72900,0,4,2
2018-01-03 20:30:00,5.33,0.0,27.65,0.0,100.0,18.93,73800,0,4,2
2018-01-03 20:45:00,4.21,0.0,27.65,0.0,100.0,15.05,74700,0,4,2
2018-01-03 21:00:00,3.85,0.0,23.11,0.0,100.0,16.43,75600,0,4,2
2018-01-03 21:15:00,3.53,0.0,18.29,0.0,100.0,18.95,76500,0,4,2
2018-01-03 21:30:00,3.49,0.0,18.25,0.0,100.0,18.78,77400,0,4,2
2018-01-03 21:45:00,3.49,0.0,18.25,0.0,100.0,18.78,78300,0,4,2
2018-01-03 22:00:00,3.49,0.0,18.32,0.0,100.0,18.71,79200,0,4,2
2018-01-03 22:15:00,3.38,0.86,10.55,0.0,96.91,30.51,80100,0,4,2
2018-01-03 22:30:00,3.31,2.56,0.0,0.0,79.1,100.0,81000,0,4,2
2018-01-03 22:45:00,3.6,3.13,0.0,0.0,75.47,100.0,81900,0,4,2
2018-01-03 23:00:00,4.54,3.67,0.0,0.0,77.77,100.0,82800,0,4,2
2018-01-03 23:15:00,3.78,3.24,0.0,0.0,75.93,100.0,83700,0,4,0
2018-01-03 23:30:00,3.17,2.27,0.07,0.0,81.3,99.98,84600,0,4,0
2018-01-03 23:45:00,3.28,2.34,0.04,0.0,81.41,99.99,85500,0,4,0
2018-01-04 00:00:00,2.77,4.0,0.0,0.0,56.93,100.0,0,1,3,0
2018-01-04 00:15:00,2.74,3.56,0.0,0.0,60.99,100.0,900,1,3,0
2018-01-04 00:30:00,2.81,3.92,0.0,0.0,58.26,100.0,1800,1,3,0
2018-01-04 00:45:00,2.77,3.78,0.0,0.0,59.11,100.0,2700,1,3,0
2018-01-04 01:00:00,2.77,3.89,0.0,0.0,58.0,100.0,3600,1,3,0
2018-01-04 01:15:00,2.95,4.07,0.0,0.0,58.69,100.0,4500,1,3,0
2018-01-04 01:30:00,3.35,4.36,0.0,0.0,60.93,100.0,5400,1,3,0
2018-01-04 01:45:00,2.81,3.85,0.0,0.0,58.95,100.0,6300,1,3,0
2018-01-04 02:00:00,2.84,4.03,0.0,0.0,57.6,100.0,7200,1,3,0
2018-01-04 02:15:00,2.77,3.85,0.0,0.0,58.4,100.0,8100,1,3,0
2018-01-04 02:30:00,2.77,3.85,0.0,0.0,58.4,100.0,9000,1,3,0
2018-01-04 02:45:00,2.77,4.0,0.0,0.0,56.93,100.0,9900,1,3,0
